ID,Temperatura,Humedad,Alerta
4975,33.69,52.00,3
4976,29.37,80.18,2
4977,23.82,66.58,3
4978,28.61,40.04,1
4979,23.27,86.72,3
4980,32.46,81.39,1
4981,23.45,69.01,1
4982,20.12,61.24,3
4983,27.84,40.27,3
4984,17.85,55.40,1
4985,29.51,93.40,3
4986,19.58,62.95,3
4987,17.16,85.88,1
4988,22.87,43.11,3
4989,22.43,47.88,2
4990,31.90,54.25,3
4991,15.50,46.48,2
4992,16.10,43.69,1
4993,34.21,91.59,1
4994,31.34,67.88,1
4995,17.17,56.82,3
4996,15.77,66.80,3
4997,29.27,89.32,1
4998,27.25,53.89,3
4999,29.14,42.66,1
5000,33.45,44.78,3
5001,17.42,78.94,1
5002,21.30,61.89,2
5003,16.66,87.84,2
5004,29.23,45.22,1
5005,18.53,60.88,1
5006,23.60,78.56,1
5007,21.70,54.55,2
5008,20.93,62.92,1
5009,32.72,51.94,2
5010,24.43,47.68,1
5011,18.99,76.21,2
5012,31.90,46.20,1
5013,21.08,58.40,1
5014,24.88,85.86,3
5015,33.55,53.22,2
5016,19.89,74.23,2
5017,30.90,63.36,3
5018,30.13,66.95,2
5019,27.26,87.26,3
5020,19.30,65.18,2
5021,15.14,46.59,3
5022,32.19,94.28,2
5023,31.68,70.69,2
5024,16.85,45.26,1
5025,29.71,51.48,2
5026,26.04,93.13,1
5027,19.57,82.67,1
5028,31.93,77.60,3
5029,27.08,94.73,2
5030,21.38,63.05,3
5031,28.28,60.03,1
5032,29.55,81.22,2
5033,17.42,49.06,1
5034,18.17,55.49,2
5035,23.53,59.76,1
5036,21.54,86.80,1
5037,21.52,87.87,3
5038,20.88,46.75,3
5039,30.12,86.59,1
5040,25.30,81.41,2
5041,34.51,59.80,3
5042,15.94,52.52,2
5043,34.32,48.25,1
5044,19.82,55.22,1
5045,26.40,76.99,2
5046,27.31,87.85,2
5047,34.63,41.34,3
5048,28.01,48.06,1
5049,21.30,81.01,1
5050,33.62,68.09,2
5051,23.60,43.09,1
5052,16.51,67.34,2
5053,15.17,87.72,2
5054,19.72,79.79,1
5055,26.33,87.07,2
5056,27.65,56.93,2
5057,17.13,76.99,1
5058,23.20,77.78,1
5059,28.57,54.77,3
5060,19.47,92.43,1
5061,20.89,76.69,2
5062,25.15,91.67,1
5063,30.05,61.95,3
5064,22.75,89.27,3
5065,30.40,44.72,1
5066,28.01,87.13,3
5067,21.79,77.54,3
5068,22.43,62.58,3
5069,30.52,88.70,3
5070,25.84,60.23,2
5071,32.42,55.19,3
5072,31.11,76.52,2
5073,27.54,43.00,1
5074,26.64,91.37,2
5075,16.25,60.83,3
5076,27.99,76.27,2
5077,27.47,42.51,1
5078,27.11,62.47,3
5079,20.31,45.29,3
5080,30.22,81.50,2
5081,31.52,73.21,1
5082,31.12,92.18,2
5083,16.95,90.58,1
5084,27.11,74.36,3
5085,27.82,92.68,3
5086,18.15,53.01,3
5087,25.98,59.74,2
5088,33.26,72.57,3
5089,17.31,49.35,3
5090,16.20,59.79,2
5091,18.55,92.30,2
5092,18.46,50.75,1
5093,29.18,58.53,2
5094,20.50,55.34,2
5095,15.32,49.71,1
5096,30.67,67.51,2
5097,20.76,85.70,1
5098,32.66,83.18,3
5099,31.35,90.65,2
5100,22.30,44.29,1
5101,33.30,83.73,2
5102,26.91,48.77,3
5103,26.42,93.14,2
5104,22.00,57.26,2
5105,34.65,93.38,2
5106,19.76,65.34,2
5107,23.68,64.13,3
5108,33.68,70.04,2
5109,19.58,91.44,2
5110,33.76,80.18,3
5111,25.63,75.58,2
5112,16.86,66.41,1
5113,21.57,65.19,3
5114,20.62,78.13,2
5115,33.53,57.31,1
5116,26.10,84.70,2
5117,33.10,48.81,1
5118,27.85,50.98,3
5119,20.56,43.66,3
5120,27.22,49.70,2
5121,18.78,48.23,3
5122,30.99,58.64,2
5123,25.30,54.58,1
5124,27.13,93.63,1
5125,15.10,90.42,2
5126,32.36,78.48,2
5127,31.89,61.68,3
5128,17.09,45.80,1
5129,22.09,75.93,3
5130,26.61,68.31,1
5131,24.98,89.04,2
5132,29.82,64.16,1
5133,28.26,43.41,1
5134,15.42,86.83,3
5135,30.78,94.65,2
5136,33.37,45.40,1
5137,20.24,78.48,1
5138,29.78,80.25,1
5139,29.69,82.33,1
5140,16.82,43.84,3
5141,18.18,57.26,3
5142,32.73,77.41,3
5143,22.18,82.23,3
5144,18.26,82.17,3
5145,27.89,77.54,2
5146,28.24,80.91,2
5147,27.11,41.71,3
5148,30.26,83.20,1
5149,26.82,93.95,2
5150,30.75,63.03,3
5151,27.92,52.15,1
5152,28.12,75.75,1
5153,22.80,78.76,3
5154,17.67,77.28,3
5155,17.88,82.98,1
5156,19.97,60.09,3
5157,30.01,85.52,2
5158,27.39,49.50,1
5159,24.51,58.43,1
5160,19.01,94.88,2
5161,34.78,44.87,1
5162,23.18,49.13,1
5163,28.55,49.45,1
5164,30.27,48.81,1
5165,34.24,44.00,3
5166,23.30,43.87,2
5167,32.50,60.83,1
5168,32.30,52.33,3
5169,28.20,94.84,3
5170,31.48,60.17,3
5171,34.83,63.75,2
5172,18.84,70.41,2
5173,26.85,91.37,3
5174,34.89,85.71,2
5175,18.88,45.07,1
5176,33.69,76.61,2
5177,15.40,55.99,3
5178,15.27,45.69,3
5179,26.44,72.73,2
5180,20.47,93.46,1
5181,17.53,83.87,2
5182,27.36,91.11,3
5183,31.16,56.96,2
5184,34.22,93.51,1
5185,29.15,55.50,1
5186,27.72,70.33,2
5187,19.44,77.84,2
5188,30.70,73.41,2
5189,21.16,59.94,3
5190,16.16,77.23,1
5191,26.64,74.19,2
5192,29.89,83.99,3
5193,21.40,53.15,3
5194,17.30,64.72,2
5195,23.87,43.51,3
5196,30.91,64.18,3
5197,33.36,51.39,1
5198,28.97,46.89,2
5199,27.92,51.11,1
5200,31.87,47.53,1
5201,25.71,61.43,2
5202,18.44,51.27,2
5203,22.85,48.80,3
5204,19.81,52.44,1
5205,25.37,58.69,2
5206,17.41,65.46,1
5207,28.72,62.51,3
5208,27.33,70.06,1
5209,18.95,40.50,2
5210,19.08,64.62,1
5211,24.39,57.78,3
5212,33.75,94.41,2
5213,22.80,60.14,2
5214,30.24,58.80,2
5215,18.93,53.75,1
5216,27.96,85.70,3
5217,24.31,60.71,1
5218,15.86,47.28,3
5219,28.77,44.89,1
5220,32.73,59.86,3
5221,33.80,81.09,3
5222,31.67,43.33,3
5223,33.87,51.38,1
5224,25.89,81.98,2
5225,21.38,81.13,2
5226,23.15,44.88,1
5227,33.19,93.95,2
5228,31.80,54.15,3
5229,31.09,75.26,3
5230,21.02,68.72,2
5231,26.56,42.19,1
5232,15.20,42.36,1
5233,29.44,76.85,3
5234,32.42,80.43,1
5235,33.48,53.51,1
5236,17.96,84.77,3
5237,16.58,45.19,1
5238,19.73,67.37,1
5239,30.44,74.60,2
5240,27.55,88.53,2
5241,19.17,49.79,1
5242,34.68,91.93,3
5243,29.69,74.48,1
5244,23.50,52.67,1
5245,34.92,69.29,3
5246,21.95,87.15,1
5247,30.09,60.94,2
5248,27.12,85.05,2
5249,19.29,70.48,2
5250,19.55,85.71,3
5251,23.56,69.41,1
5252,26.16,89.91,3
5253,18.64,75.26,2
5254,24.77,44.26,1
5255,24.25,70.28,3
5256,29.41,90.64,3
5257,34.01,66.90,2
5258,34.15,66.25,2
5259,22.67,72.47,3
5260,18.04,51.32,2
5261,19.32,41.86,3
5262,33.46,71.35,3
5263,20.66,49.98,1
5264,25.32,47.20,1
5265,18.01,65.22,2
5266,15.93,62.08,1
5267,15.63,86.89,1
5268,30.53,49.77,3
5269,26.26,81.64,1
5270,19.39,59.40,2
5271,29.04,82.94,1
5272,18.50,82.70,1
5273,30.23,70.00,2
5274,29.98,65.92,3
5275,25.24,56.73,2
5276,25.47,69.51,1
5277,33.66,48.85,3
5278,30.47,52.63,1
5279,31.55,65.49,1
5280,22.96,80.91,3
5281,27.57,50.26,3
5282,30.00,40.67,2
5283,22.59,87.60,2
5284,32.41,94.99,3
5285,23.85,46.63,3
5286,18.82,78.58,3
5287,30.95,58.31,3
5288,24.34,49.40,3
5289,34.24,80.92,1
5290,26.77,40.95,3
5291,16.06,40.46,1
5292,22.59,44.03,1
5293,27.03,82.01,2
5294,25.85,49.59,2
5295,15.90,82.45,1
5296,15.56,68.67,2
5297,33.24,67.80,2
5298,21.74,90.99,3
5299,34.16,69.98,3
5300,27.23,64.85,3
5301,22.21,62.97,1
5302,16.89,74.81,2
5303,16.44,73.37,3
5304,24.33,59.41,2
5305,21.70,82.29,1
5306,21.98,48.23,2
5307,32.57,62.39,1
5308,16.01,68.82,1
5309,19.07,40.08,1
5310,20.89,86.59,2
5311,24.70,46.55,3
5312,26.19,87.00,2
5313,31.93,92.80,1
5314,24.54,85.00,2
5315,21.03,94.03,2
5316,23.66,75.41,2
5317,23.78,46.85,1
5318,29.04,49.75,2
5319,20.77,53.90,3
5320,30.26,87.72,2
5321,26.80,84.77,1
5322,27.37,52.26,1
5323,18.15,94.76,3
5324,21.92,48.33,2
5325,34.96,53.51,1
5326,23.27,93.83,3
5327,30.17,89.79,2
5328,16.63,80.91,1
5329,32.87,63.79,2
5330,17.31,71.67,1
5331,31.77,74.86,1
5332,24.25,56.42,1
5333,25.33,48.06,2
5334,16.93,63.66,2
5335,34.00,86.50,2
5336,29.05,91.00,2
5337,34.46,87.67,2
5338,34.17,74.53,3
5339,15.51,72.74,3
5340,19.76,69.33,1
5341,32.43,72.49,1
5342,31.31,44.23,3
5343,17.99,47.32,2
5344,32.21,56.80,3
5345,29.32,45.47,3
5346,18.05,66.52,1
5347,26.55,75.39,1
5348,15.73,55.55,3
5349,16.62,89.14,3
5350,30.04,70.86,2
5351,31.58,58.58,3
5352,15.90,52.04,2
5353,28.63,66.94,3
5354,17.18,78.36,3
5355,29.20,77.30,3
5356,20.94,87.92,2
5357,22.86,45.80,3
5358,34.78,69.77,2
5359,20.17,83.07,1
5360,15.50,56.28,2
5361,33.01,42.35,3
5362,31.20,63.02,1
5363,18.15,86.49,2
5364,15.43,67.86,3
5365,28.05,93.57,2
5366,29.15,79.93,2
5367,20.74,61.50,2
5368,25.65,44.69,3
5369,22.31,69.17,3
5370,31.60,85.81,1
5371,33.28,49.22,1
5372,22.53,92.79,2
5373,24.03,48.28,1
5374,21.26,74.07,1
5375,23.27,56.58,1
5376,25.16,41.09,3
5377,20.44,77.89,1
5378,33.89,88.75,2
5379,15.81,60.32,1
5380,15.06,64.53,2
5381,32.98,93.33,3
5382,23.09,67.09,2
5383,33.33,70.99,2
5384,30.41,49.36,2
5385,17.29,42.16,1
5386,24.75,74.60,1
5387,22.96,40.81,1
5388,23.76,64.63,3
5389,26.01,63.67,3
5390,15.30,51.30,1
5391,21.76,42.32,2
5392,19.65,83.38,1
5393,31.66,93.65,2
5394,28.62,90.40,3
5395,28.29,94.87,2
5396,22.93,69.09,2
5397,22.21,55.93,3
5398,31.33,42.37,1
5399,29.83,46.43,2
5400,18.65,59.35,2
5401,31.52,75.03,1
5402,17.49,67.13,3
5403,31.60,80.99,3
5404,28.28,88.79,2
5405,33.50,52.89,1
5406,20.71,44.82,2
5407,29.22,63.19,1
5408,22.94,44.20,2
5409,25.85,58.71,1
5410,21.72,86.57,3
5411,28.60,89.11,2
5412,25.69,69.22,1
5413,17.66,54.98,1
5414,24.19,61.89,2
5415,31.18,60.85,2
5416,26.93,51.83,1
5417,22.70,78.30,3
5418,20.48,66.30,2
5419,20.17,58.12,2
5420,28.96,85.77,1
5421,21.86,42.58,2
5422,24.43,54.29,1
5423,19.94,66.81,3
5424,34.09,62.00,3
5425,21.04,62.33,2
5426,16.26,45.75,3
5427,18.00,73.21,3
5428,25.73,48.86,3
5429,18.45,84.12,1
5430,25.53,69.88,2
5431,15.33,64.36,2
5432,18.83,44.99,3
5433,29.03,67.14,3
5434,34.32,72.78,2
5435,23.35,43.28,2
5436,27.16,60.90,2
5437,22.10,68.65,3
5438,34.89,94.27,1
5439,23.83,93.05,3
5440,24.92,72.64,2
5441,27.29,89.14,1
5442,29.47,64.25,3
5443,22.45,47.43,1
5444,22.31,52.92,3
5445,34.51,44.44,3
5446,18.58,43.55,3
5447,16.42,40.17,3
5448,22.21,60.16,3
5449,29.63,69.51,2
5450,20.03,91.45,3
5451,17.54,64.87,2
5452,23.19,94.59,3
5453,25.17,43.89,2
5454,32.68,69.01,1
5455,29.37,70.44,3
5456,15.67,52.77,2
5457,16.93,61.73,3
5458,28.57,44.80,1
5459,24.20,50.27,1
5460,21.35,90.57,2
5461,26.54,82.98,3
5462,25.88,84.91,1
5463,16.59,88.66,1
5464,31.99,67.67,1
5465,25.22,45.86,2
5466,22.59,68.31,3
5467,32.69,86.29,3
5468,21.53,42.48,2
5469,30.40,42.87,1
5470,27.93,44.93,1
5471,33.72,77.35,1
5472,27.96,69.67,3
5473,27.98,46.55,2
5474,25.84,80.85,2
5475,28.25,51.19,1
5476,19.31,78.16,2
5477,16.47,41.26,3
5478,34.33,56.83,3
5479,25.85,58.82,3
5480,23.80,70.12,1
5481,21.30,68.67,2
5482,32.91,41.87,2
5483,17.76,68.79,3
5484,34.79,66.14,1
5485,30.98,77.19,1
5486,16.78,90.88,3
5487,15.88,76.69,3
5488,25.47,50.06,1
5489,30.92,80.98,1
5490,26.20,55.82,2
5491,24.65,58.92,1
5492,32.32,52.15,3
5493,16.47,83.16,1
5494,18.35,75.97,1
5495,29.09,83.52,1
5496,30.76,91.57,1
5497,17.27,49.10,3
5498,25.31,47.00,1
5499,31.07,76.92,3
5500,23.75,90.79,2
5501,27.46,52.34,2
5502,29.32,85.97,1
5503,16.08,44.14,1
5504,17.06,92.00,3
5505,20.36,83.15,2
5506,29.58,58.58,1
5507,16.70,44.89,3
5508,21.74,48.96,1
5509,24.19,83.12,2
5510,29.32,61.05,1
5511,34.14,81.03,1
5512,30.03,71.52,1
5513,26.86,78.00,3
5514,28.75,71.92,2
5515,24.91,46.48,3
5516,26.52,43.23,2
5517,20.65,85.85,1
5518,18.64,68.48,3
5519,24.48,74.61,2
5520,34.92,94.51,1
5521,16.46,50.99,1
5522,23.28,82.04,3
5523,19.87,49.67,2
5524,30.37,62.51,2
5525,23.97,88.89,3
5526,34.39,80.15,1
5527,28.88,71.82,3
5528,26.93,77.28,2
5529,30.43,91.08,1
5530,32.67,82.93,3
5531,30.81,53.10,2
5532,31.92,59.38,3
5533,29.03,55.84,2
5534,29.69,75.74,2
5535,25.88,52.19,1
5536,20.67,51.39,3
5537,20.00,40.41,3
5538,33.38,92.01,3
5539,34.91,76.22,3
5540,21.48,90.17,2
5541,28.41,69.16,2
5542,15.56,60.60,2
5543,20.06,55.57,1
5544,27.15,65.14,3
5545,28.64,84.05,1
5546,34.58,75.86,1
5547,20.91,58.55,3
5548,23.00,70.81,2
5549,30.33,89.95,1
5550,22.80,88.14,2
5551,26.55,89.76,2
5552,18.81,52.15,3
5553,32.68,61.15,2
5554,27.08,56.50,2
5555,23.14,89.96,2
5556,23.01,62.21,1
5557,17.95,86.66,2
5558,20.08,64.27,2
5559,23.34,66.15,1
5560,30.43,40.21,1
5561,20.06,44.76,2
5562,18.00,57.93,1
5563,15.55,93.36,2
5564,19.18,94.31,1
5565,17.27,72.40,1
5566,34.38,56.70,2
5567,31.53,70.71,1
5568,27.22,49.06,3
5569,27.85,41.89,2
5570,25.02,91.04,1
5571,33.26,64.90,2
5572,29.89,91.38,1
5573,22.85,53.50,2
5574,28.49,68.91,1
5575,26.22,91.92,2
5576,15.41,51.44,2
5577,20.53,42.14,1
5578,26.49,71.33,3
5579,15.07,47.59,3
5580,26.06,70.06,2
5581,27.22,59.83,3
5582,32.69,57.12,3
5583,29.68,42.23,3
5584,21.76,69.63,3
5585,34.57,52.22,2
5586,31.47,77.42,1
5587,20.77,74.13,2
5588,15.06,46.90,1
5589,29.52,52.42,2
5590,15.86,93.73,1
5591,34.32,91.39,1
5592,27.68,76.80,3
5593,24.35,69.50,3
5594,30.41,93.48,1
5595,23.95,86.05,1
5596,30.31,58.05,1
5597,27.13,46.31,1
5598,24.57,66.72,1
5599,19.58,83.31,2
5600,15.84,78.58,3
5601,34.84,93.02,2
5602,23.32,45.75,2
5603,29.41,93.83,2
5604,23.77,69.75,3
5605,15.69,59.90,2
5606,17.99,81.12,3
5607,25.94,73.15,2
5608,23.45,76.74,2
5609,25.72,75.74,3
5610,20.20,94.95,3
5611,28.65,48.25,2
5612,26.76,45.93,2
5613,20.13,81.33,2
5614,22.41,70.18,2
5615,20.29,44.22,2
5616,28.88,69.51,3
5617,17.20,61.72,2
5618,23.51,77.61,2
5619,15.41,88.56,1
5620,15.04,60.47,2
5621,28.16,81.66,1
5622,31.87,70.12,3
5623,25.41,58.77,1
5624,16.98,68.67,3
5625,34.63,60.84,1
5626,15.63,66.83,3
5627,32.66,94.70,1
5628,26.84,89.52,3
5629,30.16,50.77,1
5630,20.54,88.81,3
5631,24.69,80.01,3
5632,15.01,65.70,1
5633,15.80,78.83,1
5634,33.02,88.87,3
5635,15.92,77.25,3
5636,24.46,59.16,2
5637,28.91,91.76,1
5638,28.37,92.59,1
5639,30.17,56.79,2
5640,33.93,70.10,3
5641,21.35,57.51,3
5642,32.99,90.99,1
5643,22.72,56.13,3
5644,29.05,83.32,3
5645,25.95,66.91,2
5646,29.77,77.06,2
5647,34.44,53.31,3
5648,31.84,65.96,1
5649,16.02,75.82,1
5650,21.49,78.18,1
5651,19.23,80.42,3
5652,20.26,50.66,2
5653,33.81,76.68,1
5654,17.45,84.38,1
5655,17.60,70.16,3
5656,26.36,74.99,3
5657,22.22,48.55,2
5658,31.17,64.69,2
5659,25.54,92.98,2
5660,33.62,84.36,1
5661,27.64,73.15,2
5662,31.58,46.43,1
5663,16.74,73.40,3
5664,16.33,92.84,2
5665,32.70,86.19,1
5666,27.74,54.19,2
5667,29.59,78.89,2
5668,33.37,92.22,3
5669,29.80,60.61,3
5670,27.27,67.77,2
5671,31.24,68.72,1
5672,18.64,78.61,2
5673,30.10,51.60,1
5674,34.53,57.57,2
5675,33.07,41.89,3
5676,34.80,44.64,2
5677,33.00,76.89,1
5678,29.47,62.79,1
5679,31.09,53.12,2
5680,27.85,63.95,1
5681,25.68,78.51,1
5682,32.81,67.90,3
5683,32.95,51.09,3
5684,20.20,54.36,2
5685,31.59,62.42,2
5686,16.20,89.13,3
5687,27.89,54.28,2
5688,33.49,77.62,2
5689,21.41,88.78,3
5690,19.31,40.74,1
5691,29.72,47.01,1
5692,24.61,86.22,2
5693,23.84,68.11,2
5694,17.63,71.44,3
5695,17.68,44.55,1
5696,16.67,65.99,1
5697,29.96,54.23,2
5698,34.06,92.66,3
5699,25.30,53.52,3
5700,26.60,59.79,2
5701,29.55,41.82,1
5702,25.28,55.80,2
5703,30.69,40.91,2
5704,32.52,68.14,1
5705,26.38,53.35,3
5706,16.37,89.82,2
5707,30.64,70.62,3
5708,34.32,51.10,3
5709,24.00,82.26,2
5710,31.87,74.55,2
5711,17.02,82.93,2
5712,30.60,60.78,3
5713,28.21,91.45,2
5714,15.15,90.86,2
5715,16.92,76.14,3
5716,34.21,50.23,3
5717,16.60,57.64,1
5718,25.43,69.64,3
5719,32.62,50.09,1
5720,32.56,45.12,2
5721,32.42,50.93,2
5722,32.41,49.06,2
5723,30.05,87.64,2
5724,25.55,51.09,3
5725,24.27,77.59,3
5726,31.49,61.24,3
5727,29.60,94.95,3
5728,33.28,78.52,2
5729,24.89,93.97,3
5730,23.09,73.57,3
5731,25.98,68.98,3
5732,23.24,55.82,3
5733,24.65,73.73,2
5734,20.94,82.38,3
5735,18.52,57.08,2
5736,23.00,91.77,2
5737,22.97,76.68,3
5738,18.09,75.45,2
5739,25.49,83.49,1
5740,21.43,92.89,1
5741,19.25,60.05,1
5742,20.11,50.50,1
5743,28.36,49.85,3
5744,20.46,48.95,3
5745,20.22,49.45,3
5746,22.43,67.46,2
5747,34.63,52.52,2
5748,31.51,42.42,3
5749,32.20,56.82,2
5750,28.92,64.88,2
5751,27.94,69.08,1
5752,32.19,76.20,1
5753,18.44,72.48,2
5754,32.04,94.67,1
5755,18.75,70.64,2
5756,27.84,92.49,2
5757,32.14,83.29,2
5758,26.32,47.19,2
5759,17.49,94.94,2
5760,21.30,60.12,1
5761,24.81,87.06,3
5762,34.74,64.09,2
5763,17.67,74.67,1
5764,16.59,76.19,3
5765,23.10,43.01,1
5766,33.81,60.22,1
5767,22.29,51.92,3
5768,22.99,59.22,2
5769,30.49,81.43,2
5770,29.18,63.52,3
5771,29.87,78.84,3
5772,27.84,58.59,3
5773,22.48,49.08,1
5774,32.19,72.11,1
5775,31.71,48.42,1
5776,27.68,52.85,2
5777,26.22,56.60,3
5778,22.70,50.74,1
5779,24.34,50.90,3
5780,21.52,60.73,1
5781,31.55,73.73,3
5782,29.19,51.86,1
5783,30.14,64.64,3
5784,34.50,69.74,1
5785,32.49,83.96,2
5786,25.84,92.65,3
5787,29.62,66.84,3
5788,21.95,55.20,1
5789,33.81,64.22,1
5790,32.54,67.85,3
5791,22.54,52.89,3
5792,34.19,93.85,2
5793,23.58,67.69,2
5794,20.87,67.41,3
5795,16.24,57.96,1
5796,23.03,88.19,2
5797,27.69,59.60,3
5798,34.90,92.48,2
5799,33.57,86.07,3
5800,21.22,94.14,2
5801,24.49,94.22,2
5802,20.77,93.07,3
5803,19.82,84.24,1
5804,26.80,47.23,1
5805,22.15,82.89,3
5806,19.12,88.79,1
5807,26.44,66.85,3
5808,19.31,78.37,2
5809,32.69,66.83,2
5810,16.40,58.73,2
5811,28.91,58.60,1
5812,17.87,80.24,3
5813,23.86,52.24,1
5814,30.23,76.97,1
5815,20.24,65.68,3
5816,16.75,57.17,1
5817,26.88,56.60,2
5818,30.15,48.57,2
5819,32.65,47.04,3
5820,31.52,59.57,2
5821,17.29,89.47,1
5822,18.57,50.48,2
5823,33.77,71.73,2
5824,18.16,65.59,3
5825,27.52,58.09,3
5826,33.90,45.96,2
5827,26.38,86.20,2
5828,30.94,44.28,2
5829,15.52,70.94,3
5830,28.98,71.89,1
5831,21.72,68.96,2
5832,24.49,58.09,3
5833,17.41,85.54,1
5834,32.58,40.99,3
5835,34.56,94.59,3
5836,27.53,57.58,3
5837,30.73,89.93,1
5838,32.09,92.04,2
5839,23.30,50.53,2
5840,22.51,65.51,1
5841,32.06,81.64,1
5842,27.28,61.43,3
5843,20.28,90.21,2
5844,27.21,54.29,1
5845,33.75,77.94,1
5846,16.54,47.54,3
5847,27.06,73.21,3
5848,26.53,51.60,2
5849,33.14,91.88,3
5850,26.25,68.30,1
5851,33.81,86.39,3
5852,19.95,51.60,1
5853,27.87,67.04,1
5854,17.84,45.68,2
5855,22.68,69.77,2
5856,27.25,43.07,1
5857,25.36,50.99,3
5858,20.15,93.34,3
5859,31.31,85.50,2
5860,22.68,75.02,1
5861,15.97,57.15,2
5862,34.33,75.68,3
5863,23.04,68.23,2
5864,16.90,82.26,1
5865,18.94,73.79,2
5866,32.92,67.02,1
5867,32.00,42.83,3
5868,34.86,66.67,3
5869,34.47,43.68,3
5870,22.35,86.71,1
5871,28.71,49.59,2
5872,26.23,75.77,2
5873,28.84,68.38,3
5874,27.42,80.18,3
5875,27.50,67.19,1
5876,15.53,45.11,3
5877,19.61,68.72,3
5878,18.86,61.27,2
5879,27.92,90.07,3
5880,26.20,41.15,3
5881,15.49,59.47,3
5882,24.76,56.80,2
5883,23.35,65.40,2
5884,18.18,77.78,1
5885,16.91,88.73,1
5886,33.81,85.23,2
5887,16.94,76.39,1
5888,26.25,50.72,3
5889,23.12,45.34,2
5890,24.53,42.39,2
5891,25.45,75.54,1
5892,27.06,49.35,2
5893,18.63,54.26,2
5894,16.56,57.05,1
5895,28.24,69.46,3
5896,15.57,82.71,1
5897,16.63,64.26,1
5898,22.39,52.13,3
5899,18.29,63.83,2
5900,15.93,64.59,1
5901,25.94,86.47,2
5902,27.63,47.99,2
5903,32.16,53.45,2
5904,16.82,56.05,3
5905,15.47,94.51,2
5906,28.43,80.34,1
5907,34.03,40.12,1
5908,24.67,50.61,3
5909,25.65,71.19,1
5910,23.73,47.41,1
5911,29.34,59.38,3
5912,22.97,78.50,3
5913,20.15,84.90,3
5914,26.27,92.26,1
5915,16.23,49.33,2
5916,34.32,60.32,2
5917,25.80,59.29,2
5918,33.29,54.11,1
5919,15.11,62.27,3
5920,15.46,72.03,3
5921,16.57,53.72,2
5922,20.37,49.39,3
5923,19.61,78.51,3
5924,26.36,52.44,2
5925,15.86,81.77,1
5926,33.21,48.34,3
5927,21.60,88.94,2
5928,34.17,72.84,1
5929,19.27,55.95,1
5930,24.58,94.11,2
5931,15.63,65.44,2
5932,16.37,92.63,3
5933,25.71,92.86,1
5934,27.86,77.52,1
5935,21.09,94.08,3
5936,19.11,51.61,3
5937,25.26,93.33,1
5938,21.95,92.26,1
5939,16.02,58.27,3
5940,18.02,70.25,2
5941,34.59,55.96,1
5942,33.48,61.54,1
5943,30.71,93.73,3
5944,28.17,72.49,3
5945,15.73,84.90,2
5946,24.02,90.04,3
5947,18.05,45.29,1
5948,19.36,78.49,2
5949,34.55,48.14,2
5950,23.74,87.46,3
5951,33.03,70.89,1
5952,32.12,41.52,1
5953,21.21,70.89,1
5954,18.37,40.17,1
5955,28.11,64.75,2
5956,29.80,73.30,3
5957,31.78,68.79,2
5958,22.57,85.37,1
5959,26.45,66.20,2
5960,26.86,70.88,2
5961,33.09,74.21,2
5962,15.20,86.27,2
5963,20.70,63.64,1
5964,34.61,70.61,3
5965,24.40,63.44,1
5966,30.57,70.58,3
5967,23.51,44.68,1
5968,32.95,63.03,3
5969,33.07,42.57,2
5970,26.30,55.66,2
5971,29.03,91.36,2
5972,21.81,45.94,1
5973,34.26,83.38,1
5974,29.10,71.58,2
5975,17.46,45.95,1
5976,16.93,60.82,3
5977,25.81,89.75,2
5978,15.83,67.30,3
5979,21.90,56.76,2
5980,30.44,55.32,2
5981,19.95,74.38,3
5982,19.31,43.55,2
5983,17.52,57.76,3
5984,15.55,48.71,3
5985,32.59,58.64,3
5986,18.35,61.14,3
5987,25.27,65.11,2
5988,25.37,51.52,1
5989,34.65,52.89,1
5990,17.74,64.85,3
5991,31.16,65.41,3
5992,21.84,84.56,2
5993,18.57,62.03,3
5994,20.64,87.15,1
5995,21.81,40.04,2
5996,28.67,66.44,2
5997,22.90,86.48,2
5998,18.51,56.43,1
5999,16.77,48.57,3
6000,19.07,94.22,2
6001,26.04,41.52,1
6002,27.69,86.67,3
6003,33.96,52.03,3
6004,17.92,71.85,1
6005,31.24,42.22,2
6006,16.01,41.25,2
6007,26.10,65.57,3
6008,19.43,71.02,1
6009,32.81,92.78,2
6010,18.16,63.75,3
6011,15.48,75.11,1
6012,23.85,62.49,2
6013,26.32,40.35,2
6014,19.89,85.34,1
6015,26.23,60.51,3
6016,27.68,41.93,2
6017,30.87,82.55,2
6018,33.34,88.81,2
6019,27.59,60.36,2
6020,19.14,48.33,2
6021,18.54,62.02,3
6022,21.19,79.67,3
6023,27.86,52.27,1
6024,22.54,51.14,1
6025,23.41,71.86,3
6026,27.06,52.60,2
6027,17.36,73.23,2
6028,33.78,50.39,3
6029,27.88,77.35,3
6030,29.40,66.12,2
6031,16.50,72.78,1
6032,28.06,75.07,1
6033,19.50,53.95,1
6034,19.08,55.06,1
6035,33.02,91.77,2
6036,27.43,47.79,2
6037,22.06,78.62,1
6038,21.05,49.82,1
6039,32.49,41.16,1
6040,27.30,55.40,1
6041,20.38,57.83,2
6042,27.84,73.59,1
6043,18.36,90.74,2
6044,31.64,49.54,3
6045,20.95,46.18,2
6046,30.07,60.70,3
6047,32.57,62.80,2
6048,18.92,87.11,3
6049,27.97,75.03,2
