FECHA;DIA;Co01TMax;Co01HTMax;Co01TMin;Co01HTMin;Co01TMed;Co01HumMax;Co01HumMin;Co01HumMed;Co01VelViento;Co01VelVientoMax;Co01DirViento;Co01Rad;Co01Precip;Co01ETo
15/02/25;46;18.0;14:22;0.5;6:06;8.6;100.0;30.4;74.4;1.1;5.0;156.7;10.2;0.2;1.8
14/02/25;45;19.5;14:32;0.4;7:34;8.2;100.0;32.0;80.9;0.7;3.9;180.5;13.1;0.2;1.7
13/02/25;44;16.7;16:20;1.0;4:42;7.2;100.0;45.5;85.5;0.6;3.0;254.5;12.0;0.0;1.4
12/02/25;43;13.6;14:22;3.4;23:20;9.3;99.9;49.4;81.7;2.9;9.3;293.0;12.7;0.2;1.9
11/02/25;42;16.0;12:42;3.1;5:58;9.1;100.0;43.5;85.7;2.2;7.8;166.3;9.5;2.4;1.9
10/02/25;41;15.0;15:30;0.8;6:20;6.8;100.0;55.2;88.0;0.7;3.5;180.4;9.3;0.2;1.2
09/02/25;40;17.2;15:30;-1.0;6:54;6.6;100.0;36.7;83.2;0.5;3.1;222.2;12.6;0.0;1.3
08/02/25;39;12.1;14:48;1.6;--:--;7.5;100.0;57.5;86.4;1.3;4.7;292.1;9.7;0.2;1.2
07/02/25;38;14.2;13:28;-2.4;7:26;5.7;100.0;52.6;88.9;1.2;5.5;181.6;10.8;5.2;1.3
06/02/25;37;15.8;15:12;-2.1;7:00;5.8;100.0;30.6;77.7;0.6;3.7;264.9;13.3;0.0;1.3
05/02/25;36;17.5;15:06;-2.2;7:30;6.1;100.0;24.2;76.4;0.6;4.9;249.4;13.4;0.2;1.4
04/02/25;35;14.7;14:34;-1.4;6:42;5.5;100.0;35.4;80.9;0.6;5.4;245.4;12.7;0.2;1.2
03/02/25;34;13.0;15:10;2.8;23:50;7.7;100.0;54.5;83.5;1.5;5.0;77.1;7.4;8.2;1.2
02/02/25;33;12.8;15:50;4.1;00:14;8.4;100.0;61.5;89.7;1.3;5.8;288.1;7.7;2.8;1.1
01/02/25;32;13.8;14:58;-2.0;5:48;4.7;100.0;47.7;83.9;0.9;5.2;269.4;12.3;0.0;1.2
31/01/25;31;12.4;15:02;-1.3;6:10;5.1;100.0;39.7;74.2;1.2;5.3;327.1;13.5;0.0;1.3
30/01/25;30;12.5;14:24;4.2;--:--;7.2;100.0;48.8;77.7;3.6;8.6;313.8;12.8;0.2;1.8
29/01/25;29;9.8;16:16;1.9;5:06;6.1;100.0;76.9;93.3;2.2;8.0;206.2;3.7;2.6;0.8
28/01/25;28;10.8;13:50;3.4;23:40;7.8;96.4;56.5;78.5;3.4;12.3;269.8;11.7;3.6;1.5
27/01/25;27;15.8;12:32;8.0;23:22;12.8;100.0;76.2;89.8;4.3;12.0;246.9;4.5;26.0;1.2
26/01/25;26;15.1;15:12;5.8;--:--;11.0;100.0;79.3;95.7;2.5;8.2;178.7;4.6;0.4;0.9
25/01/25;25;13.6;15:14;5.8;23:30;9.9;100.0;81.5;94.0;1.2;5.0;207.3;5.4;1.8;0.8
24/01/25;24;15.2;13:30;8.4;00:12;10.9;100.0;77.7;94.5;1.0;5.5;170.1;6.1;0.6;0.9
23/01/25;23;15.6;14:34;9.2;23:16;11.7;100.0;83.0;97.2;1.5;5.4;165.6;6.8;13.0;0.9
22/01/25;22;13.6;13:24;9.8;1:04;11.4;99.6;81.6;93.7;2.3;7.5;184.9;4.4;16.4;0.8
21/01/25;21;13.4;15:44;8.2;--:--;10.9;100.0;69.0;89.0;2.5;8.5;175.8;3.6;3.0;1.0
20/01/25;20;9.4;10:18;6.4;--:--;8.3;100.0;81.3;94.6;2.5;7.1;147.1;1.0;21.6;0.7
19/01/25;19;13.8;13:30;-4.8;7:42;4.1;100.0;43.2;80.7;0.7;4.9;165.1;10.5;0.0;1.0
18/01/25;18;14.8;14:52;-3.0;7:12;3.9;100.0;33.9;78.6;0.5;3.4;260.0;11.8;0.2;0.9
17/01/25;17;13.6;13:36;-1.5;6:08;5.7;96.6;38.4;69.6;1.4;5.4;113.8;11.9;0.0;1.3
16/01/25;16;14.1;14:12;-5.5;5:42;3.8;99.9;24.8;64.7;0.8;4.4;343.0;11.5;0.0;1.1
15/01/25;15;14.0;14:58;-6.6;6:32;2.1;97.8;11.0;62.8;0.6;4.1;268.2;11.7;0.0;1.0
14/01/25;14;12.6;13:16;-6.1;5:42;1.9;98.4;26.7;66.1;0.7;4.6;5.4;11.2;0.0;1.0
13/01/25;13;13.3;14:16;-3.6;23:58;3.9;100.0;16.1;67.2;0.8;4.0;263.9;11.9;0.2;1.1
12/01/25;12;16.9;13:46;2.1;--:--;10.7;100.0;31.0;77.0;1.0;4.2;357.6;11.5;0.0;1.2
11/01/25;11;16.4;13:18;8.2;00:24;11.3;100.0;78.2;95.9;1.2;5.9;295.4;4.8;0.0;0.8
10/01/25;10;15.5;15:14;2.5;1:14;7.4;100.0;67.0;94.5;0.6;3.5;258.6;7.1;0.4;0.7
09/01/25;9;15.8;15:10;3.4;23:28;9.8;100.0;64.9;90.6;1.1;5.3;279.5;10.1;0.2;0.9
08/01/25;8;13.0;13:52;-1.0;7:06;6.7;100.0;66.1;92.5;1.2;5.9;184.0;7.7;1.8;0.8
07/01/25;7;12.6;15:28;-1.6;6:18;4.7;100.0;54.6;89.9;0.7;4.4;159.1;7.9;0.2;0.8
06/01/25;6;12.0;14:02;3.0;23:42;8.0;100.0;56.5;87.4;2.7;13.2;292.5;8.4;11.6;1.2
05/01/25;5;14.1;14:20;5.3;4:16;9.4;98.8;54.5;89.1;2.0;7.7;168.3;4.5;5.2;1.2
04/01/25;4;14.2;13:34;-3.1;6:12;4.7;100.0;48.6;86.6;0.8;3.6;157.3;8.5;0.0;0.9
03/01/25;3;14.8;15:26;-4.0;6:08;3.7;100.0;38.0;81.2;0.4;5.3;269.4;9.6;0.0;0.7
02/01/25;2;15.1;14:28;-5.0;6:58;3.3;100.0;37.4;81.0;0.3;2.5;233.1;10.4;0.2;0.6
01/01/25;1;13.8;14:04;-4.0;5:56;3.1;100.0;38.4;83.3;0.5;3.7;185.3;9.9;0.0;0.7
31/12/24;366;14.2;14:20;-4.8;7:32;3.2;100.0;40.1;81.6;0.6;3.8;292.2;9.8;0.2;0.8
30/12/24;365;14.4;13:46;-4.5;7:36;3.0;100.0;30.6;80.1;0.7;4.5;161.3;10.1;0.0;0.9
29/12/24;364;14.4;13:40;-4.1;7:28;2.7;100.0;40.5;85.4;0.5;5.1;182.4;9.6;0.2;0.7
28/12/24;363;14.6;14:44;-3.2;7:34;4.1;100.0;49.2;85.6;0.4;2.8;268.4;9.9;0.0;0.6
27/12/24;362;17.1;14:38;-0.6;7:06;6.1;100.0;44.4;82.9;0.4;3.0;157.5;9.3;0.2;0.7
26/12/24;361;20.2;16:12;-2.4;7:34;6.1;100.0;30.5;80.0;0.3;2.4;203.2;10.0;0.0;0.7
25/12/24;360;19.6;14:32;-2.4;7:30;6.1;100.0;24.0;77.3;0.4;3.4;181.1;10.1;0.2;0.8
24/12/24;359;17.4;13:56;0.1;7:36;8.5;96.5;35.1;60.3;1.1;4.5;69.9;10.3;0.0;1.2
23/12/24;358;14.8;14:22;-1.0;3:24;6.3;100.0;35.8;70.8;1.3;6.6;48.2;10.3;0.0;1.2
22/12/24;357;17.2;13:42;-0.7;6:34;6.4;97.1;30.3;71.4;0.8;3.4;275.4;10.1;0.0;1.1
21/12/24;356;14.2;14:34;-1.2;7:10;6.2;97.9;35.0;65.9;1.0;4.0;343.7;10.4;0.2;1.0
20/12/24;355;14.4;14:18;-1.2;23:58;5.7;100.0;35.2;79.4;0.9;4.4;328.7;8.3;0.2;1.0
19/12/24;354;16.8;14:30;4.2;23:38;9.9;99.8;58.9;82.5;1.5;6.4;254.4;5.6;0.0;1.1
18/12/24;353;21.2;14:54;2.4;3:28;9.5;99.4;32.2;74.6;0.5;2.5;174.2;7.9;0.0;1.0
17/12/24;352;17.3;15:10;-2.0;4:46;6.4;100.0;35.6;77.0;0.6;3.6;142.6;8.8;0.2;0.9
16/12/24;351;14.5;13:48;-3.2;7:12;4.1;99.3;31.8;74.8;1.1;5.9;153.3;10.4;0.0;1.2
15/12/24;350;13.4;14:16;-1.6;7:38;5.7;99.9;36.9;72.4;0.9;4.4;233.0;8.0;0.2;0.9
14/12/24;349;13.5;14:12;-1.5;5:22;3.9;100.0;50.6;89.7;0.5;3.4;290.7;6.8;0.2;0.7
13/12/24;348;13.2;14:50;0.0;23:22;6.6;100.0;52.2;88.8;0.8;3.6;167.8;8.0;0.0;0.8
12/12/24;347;9.5;12:54;-3.7;5:58;2.5;100.0;63.0;95.0;0.5;4.0;125.6;3.3;2.2;0.6
11/12/24;346;12.8;15:12;-4.8;7:36;2.3;100.0;38.2;81.8;0.4;3.0;182.0;9.5;0.0;0.6
10/12/24;345;12.7;13:30;-4.0;7:16;2.7;100.0;36.2;80.0;0.5;3.8;186.0;9.7;0.2;0.7
09/12/24;344;11.2;14:06;-2.4;6:14;3.1;99.6;35.9;78.0;1.0;5.2;287.6;10.4;0.0;0.9
08/12/24;343;12.6;13:54;0.4;7:32;5.8;95.2;48.5;76.1;1.1;4.9;280.4;10.3;0.0;0.9
07/12/24;342;17.0;13:58;5.3;5:58;9.9;100.0;56.5;84.6;1.9;8.6;311.3;8.6;0.4;1.3
06/12/24;341;19.8;13:32;2.6;6:44;9.6;99.8;51.2;86.9;0.7;3.3;287.7;9.2;0.0;1.0
05/12/24;340;18.0;15:16;3.6;00:40;8.9;100.0;41.0;84.6;0.7;3.8;285.1;9.1;0.2;1.0
04/12/24;339;17.3;14:14;4.3;23:54;10.2;97.4;54.7;85.2;1.6;5.8;307.3;7.7;0.2;1.3
03/12/24;338;15.9;13:44;4.4;5:00;9.8;100.0;60.0;89.1;1.4;7.7;306.6;5.2;0.0;1.0
02/12/24;337;17.2;14:42;4.9;7:24;10.4;98.5;57.0;84.1;0.5;3.5;187.3;4.5;0.0;0.8
01/12/24;336;21.4;12:30;7.6;00:18;13.2;95.6;39.9;76.1;0.6;3.9;168.3;6.6;0.0;1.1
30/11/24;335;23.7;14:08;4.0;7:10;11.4;99.8;38.1;80.0;0.3;2.5;194.2;8.6;0.2;0.9
29/11/24;334;22.3;12:34;7.4;23:52;13.5;98.3;40.7;76.3;1.2;4.8;152.4;8.4;0.0;1.6
28/11/24;333;19.7;14:18;2.4;4:18;10.1;100.0;54.1;86.9;1.0;5.0;151.3;9.8;0.2;1.2
27/11/24;332;18.2;15:30;2.3;5:50;7.8;100.0;50.6;88.7;0.3;2.3;216.1;8.5;0.2;0.8
26/11/24;331;15.0;15:20;2.9;6:44;7.5;100.0;54.8;87.7;0.4;2.8;261.9;6.4;0.2;0.7
25/11/24;330;18.4;11:04;4.0;23:46;12.5;97.9;50.0;77.0;1.7;6.7;221.6;4.0;12.8;1.4
24/11/24;329;19.6;14:50;9.0;4:50;14.0;91.5;43.3;66.5;2.3;6.1;132.1;5.3;0.2;2.0
23/11/24;328;19.6;14:38;9.0;21:52;13.3;100.0;48.4;83.6;1.5;6.7;145.3;10.4;0.0;1.5
22/11/24;327;15.5;15:42;11.2;4:46;13.1;99.5;72.2;84.1;1.7;5.1;268.4;3.6;0.2;0.9
21/11/24;326;12.8;14:00;9.9;8:16;11.6;95.2;66.0;78.1;2.1;5.9;284.2;3.6;0.0;1.1
20/11/24;325;15.8;14:54;7.3;1:46;11.4;100.0;62.2;83.5;1.6;5.1;294.3;10.1;0.0;1.2
19/11/24;324;19.1;13:46;8.4;22:42;12.9;100.0;54.2;87.6;0.8;4.5;278.4;8.1;1.6;1.1
18/11/24;323;20.5;13:04;7.5;6:44;12.5;100.0;55.2;85.4;0.6;3.1;209.4;10.1;0.2;1.1
17/11/24;322;19.7;10:40;8.5;23:56;14.2;95.8;54.8;79.8;0.9;4.3;173.2;5.1;0.6;1.2
16/11/24;321;20.6;14:00;9.6;23:28;14.1;92.7;52.0;76.9;1.4;5.8;129.3;8.4;1.2;1.6
15/11/24;320;20.8;15:12;7.7;7:26;13.6;100.0;51.7;82.9;1.4;5.3;137.6;10.2;0.2;1.6
14/11/24;319;16.3;14:32;6.7;00:18;11.7;100.0;65.3;87.2;1.1;3.7;128.3;3.8;10.4;1.0
13/11/24;318;10.9;15:22;5.4;4:54;7.6;95.6;49.4;75.4;1.9;7.1;71.7;2.3;0.4;1.2
12/11/24;317;19.6;14:08;4.9;5:50;10.8;97.5;40.1;72.7;0.8;4.6;296.1;10.6;0.0;1.4
11/11/24;316;20.0;13:56;7.7;23:54;12.8;100.0;42.5;74.4;1.2;5.9;347.3;12.3;0.0;1.7
10/11/24;315;22.2;13:54;6.3;6:34;13.0;100.0;39.8;79.3;0.7;3.9;278.3;11.5;0.2;1.5
09/11/24;314;20.1;13:04;9.4;23:20;13.4;100.0;52.7;86.9;0.7;4.1;289.0;7.7;0.2;1.2
08/11/24;313;19.8;11:10;9.2;00:44;14.4;98.2;61.4;84.1;1.3;4.9;147.2;6.9;0.0;1.3
07/11/24;312;22.4;13:16;7.9;6:48;13.9;99.0;44.7;80.0;1.0;4.6;135.1;12.3;0.2;1.7
06/11/24;311;24.4;14:16;7.5;6:42;14.2;100.0;35.6;79.5;0.5;3.8;160.8;11.8;0.2;1.5
05/11/24;310;22.7;16:44;7.5;6:02;14.0;100.0;46.6;82.9;0.5;2.7;179.3;12.1;0.2;1.4
04/11/24;309;21.6;12:48;10.0;23:32;14.7;94.5;47.4;75.6;1.1;4.7;152.6;8.9;0.4;1.7
03/11/24;308;22.5;14:26;7.3;6:14;13.9;100.0;39.1;78.2;0.9;4.3;143.4;11.8;0.0;1.8
02/11/24;307;22.9;13:38;9.7;2:44;14.5;100.0;40.6;81.2;0.6;3.6;201.2;12.6;0.6;1.6
01/11/24;306;21.3;14:00;10.8;23:54;14.7;98.5;49.7;82.6;0.9;4.9;152.4;10.5;0.0;1.6
31/10/24;305;15.8;13:00;11.8;1:12;13.3;99.8;78.4;93.0;1.9;4.8;133.1;4.0;2.0;1.0
30/10/24;304;12.2;21:28;9.1;5:22;11.1;99.9;92.0;96.6;2.2;7.2;119.7;2.9;11.2;0.6
29/10/24;303;19.4;11:10;9.2;23:00;13.2;97.5;55.0;82.7;1.7;9.5;73.0;5.6;12.0;1.6
28/10/24;302;18.6;13:04;3.5;6:50;10.8;97.7;37.9;74.5;1.0;4.5;76.9;13.0;0.2;1.8
27/10/24;301;15.2;12:36;5.0;2:34;8.9;100.0;49.8;84.3;1.0;6.6;3.8;9.8;1.4;1.4
26/10/24;300;10.9;9:50;5.3;23:56;8.4;97.5;66.3;88.0;1.3;5.8;282.2;4.4;7.0;1.0
25/10/24;299;16.9;10:04;9.0;--:--;13.9;97.6;49.8;76.0;2.1;6.9;284.0;4.0;1.6;1.6
24/10/24;298;23.4;15:16;11.1;6:38;16.7;98.5;48.5;76.1;1.3;5.3;145.4;11.5;0.2;2.1
23/10/24;297;25.2;14:32;9.8;6:14;16.9;97.9;39.7;73.0;0.8;4.3;149.5;15.1;0.0;2.2
22/10/24;296;26.2;15:06;10.2;6:00;17.3;98.4;38.8;72.5;0.5;3.4;164.5;14.5;0.0;2.0
21/10/24;295;26.4;15:08;9.2;6:32;16.7;99.7;28.1;71.6;0.5;2.5;272.2;14.7;0.2;2.1
20/10/24;294;24.9;14:44;9.7;6:02;16.1;99.3;39.7;77.2;0.6;3.2;271.5;12.9;0.0;2.0
19/10/24;293;21.5;13:50;12.0;7:32;16.2;97.3;51.3;79.6;1.1;4.7;302.9;13.2;0.0;2.1
18/10/24;292;18.9;14:10;9.3;4:24;13.9;96.7;60.7;81.0;1.9;6.4;307.8;11.3;0.0;1.9
17/10/24;291;18.4;14:26;11.1;2:26;13.8;97.6;52.0;76.0;2.4;8.0;288.5;13.8;5.8;2.3
16/10/24;290;22.2;13:30;12.5;23:46;17.7;100.0;64.9;88.4;2.3;8.4;205.7;8.7;25.8;2.0
15/10/24;289;17.5;00:04;15.4;4:26;16.1;100.0;84.3;93.4;2.2;7.6;169.7;3.2;21.6;0.9
14/10/24;288;26.0;12:06;13.2;2:24;18.5;100.0;51.6;83.2;0.9;5.9;160.2;10.8;3.2;2.1
13/10/24;287;22.4;14:58;14.0;--:--;17.0;100.0;61.8;88.5;1.1;5.1;134.0;8.4;4.4;1.7
12/10/24;286;18.6;16:00;15.1;11:20;16.8;100.0;82.2;97.3;1.9;5.8;148.6;2.5;98.8;0.9
11/10/24;285;22.8;13:08;9.8;5:30;15.8;100.0;51.5;82.8;1.7;6.5;155.0;9.7;33.8;2.2
10/10/24;284;21.4;15:44;11.5;3:24;15.0;93.9;40.9;73.5;1.1;3.8;285.4;14.0;0.0;2.4
09/10/24;283;19.3;12:04;14.1;23:54;16.9;93.9;74.8;83.9;2.6;8.2;223.2;6.8;3.0;1.6
08/10/24;282;22.6;14:02;10.8;6:22;16.7;95.9;43.4;72.2;1.6;5.3;226.0;15.2;0.2;2.8
07/10/24;281;24.8;12:40;14.2;--:--;17.7;99.6;43.5;72.4;1.6;12.9;202.4;9.5;15.8;2.5
06/10/24;280;29.0;15:38;11.3;6:32;20.2;95.7;32.9;64.7;0.8;4.8;204.2;15.5;0.0;2.9
05/10/24;279;27.2;14:36;12.0;4:08;19.4;85.1;44.6;66.9;1.1;5.3;296.7;15.6;0.0;3.0
04/10/24;278;26.7;14:44;11.2;6:02;18.5;97.6;35.8;68.6;1.0;4.7;296.9;16.2;0.0;2.9
03/10/24;277;26.6;14:32;17.2;23:52;20.7;96.3;39.4;69.1;2.4;6.1;309.5;16.5;0.8;3.9
02/10/24;276;25.8;14:44;13.8;6:24;20.0;86.4;49.2;67.4;1.9;8.1;301.9;15.8;0.0;3.3
01/10/24;275;29.4;14:24;8.6;5:58;19.2;79.0;21.2;48.7;1.0;5.7;288.8;17.5;0.0;3.5
30/09/24;274;31.7;14:46;7.7;6:10;19.3;77.7;19.4;47.1;0.5;3.9;272.9;20.4;0.0;3.2
29/09/24;273;28.7;14:48;7.5;6:30;17.9;73.9;22.0;44.3;0.6;3.7;136.6;20.7;0.0;3.1
28/09/24;272;27.1;14:54;5.9;4:08;16.2;77.4;16.9;42.5;0.9;4.3;228.0;20.5;0.0;3.4
27/09/24;271;22.4;15:54;10.4;23:58;16.8;94.6;37.0;65.0;1.8;6.9;304.0;18.8;0.0;3.4
26/09/24;270;28.4;13:32;17.0;23:40;20.8;92.0;35.1;74.2;1.7;7.8;253.3;16.1;0.2;3.9
25/09/24;269;25.0;15:42;13.6;00:14;19.2;87.7;55.4;72.3;1.4;5.1;184.2;10.4;0.0;2.5
24/09/24;268;23.2;15:26;8.3;6:28;15.5;77.5;34.4;55.6;0.9;4.3;274.7;11.7;0.0;2.5
23/09/24;267;26.4;14:08;9.3;6:30;17.6;86.7;26.3;54.5;0.9;5.2;280.3;19.4;0.0;3.4
22/09/24;266;25.0;14:16;12.4;6:12;18.9;84.3;41.6;60.1;0.7;3.7;252.1;12.0;0.0;2.4
21/09/24;265;26.0;12:58;16.4;6:24;20.1;90.0;35.7;63.1;1.3;5.1;231.7;13.4;1.0;3.1
20/09/24;264;27.3;13:40;15.4;6:06;20.9;83.9;33.9;60.6;1.2;6.0;184.1;16.7;0.2;3.5
19/09/24;263;28.3;15:00;16.7;5:18;21.8;79.0;33.4;55.2;1.2;5.3;180.1;18.0;0.0;3.8
18/09/24;262;29.1;13:52;13.9;6:28;21.1;91.2;29.9;57.8;1.1;5.1;184.9;20.1;0.0;3.9
17/09/24;261;30.9;14:04;10.1;5:36;20.8;78.8;20.4;40.3;1.1;5.2;197.7;21.3;0.0;4.3
16/09/24;260;34.9;15:00;12.4;5:32;23.1;72.8;10.1;35.9;0.7;3.7;269.7;22.5;0.0;4.2
15/09/24;259;33.2;13:50;14.2;6:04;23.3;82.2;20.5;48.3;0.6;3.8;154.0;22.7;0.0;4.1
14/09/24;258;31.7;15:28;16.3;5:12;23.4;81.9;32.4;51.2;1.1;6.3;168.7;20.9;0.0;4.4
13/09/24;257;33.1;13:52;11.8;5:08;23.2;70.9;20.2;37.5;1.2;8.3;97.6;23.0;0.0;4.9
12/09/24;256;32.3;13:36;10.6;5:58;21.6;57.5;16.5;36.0;0.8;5.4;278.1;22.3;0.0;4.2
11/09/24;255;33.3;13:24;11.0;6:02;22.2;77.7;14.6;42.7;0.9;4.6;281.1;21.9;0.0;4.5
10/09/24;254;32.2;14:30;9.8;5:50;21.6;76.9;17.5;44.6;0.6;3.6;261.8;23.9;0.0;4.1
09/09/24;253;30.7;15:32;9.5;5:50;20.5;79.7;20.6;45.7;0.7;3.9;260.7;24.2;0.0;4.2
08/09/24;252;28.5;14:50;12.2;5:50;20.7;59.3;26.3;39.7;1.2;6.4;289.1;24.0;0.0;4.6
07/09/24;251;26.8;13:04;8.0;5:20;18.8;72.1;16.4;38.1;1.0;5.1;260.6;19.7;0.0;3.8
06/09/24;250;29.7;15:38;11.9;6:14;20.6;63.9;20.1;38.3;1.3;5.9;287.0;24.3;0.0;4.9
05/09/24;249;32.9;13:34;11.2;5:32;22.9;67.1;20.3;39.3;1.3;5.6;219.2;23.7;0.0;5.2
04/09/24;248;31.7;15:30;11.2;4:56;21.5;72.2;13.8;42.0;0.9;5.3;283.9;25.0;0.0;4.7
03/09/24;247;31.2;13:56;14.8;5:58;23.3;82.4;17.4;46.7;1.1;5.3;223.5;24.4;0.0;4.9
02/09/24;246;33.7;15:04;16.6;5:54;25.2;68.1;24.9;42.7;1.0;5.0;249.7;24.3;0.0;5.1
01/09/24;245;32.7;15:02;19.4;23:28;25.6;68.4;29.9;47.2;0.8;5.3;246.0;16.8;0.0;3.9
31/08/24;244;33.2;15:56;20.4;5:46;26.7;69.9;30.7;50.3;1.0;4.5;231.4;17.4;0.0;4.3
30/08/24;243;34.1;14:26;18.2;6:08;26.2;75.3;30.7;51.0;0.8;5.0;201.3;17.4;0.0;4.1
29/08/24;242;33.5;14:58;20.4;6:12;26.4;77.9;31.9;51.4;1.1;5.3;204.4;21.3;0.0;4.9
28/08/24;241;34.9;14:08;17.5;5:36;27.5;65.4;24.4;43.8;1.2;5.9;215.2;24.3;0.0;5.5
27/08/24;240;36.4;15:48;16.5;5:50;27.3;71.8;21.3;41.5;0.8;3.5;231.6;24.9;0.0;5.2
26/08/24;239;36.9;13:54;16.4;5:44;27.1;58.8;17.8;37.2;0.8;4.8;208.0;24.1;0.0;5.2
25/08/24;238;37.5;15:14;17.5;5:44;27.5;69.8;17.0;38.6;0.9;4.9;295.9;25.4;0.0;5.6
24/08/24;237;36.9;16:14;17.1;6:08;27.5;62.3;18.4;36.4;0.8;4.1;258.1;24.3;0.0;5.2
23/08/24;236;37.4;13:08;16.8;5:20;27.2;53.2;13.2;32.1;0.8;5.8;210.5;25.1;0.0;5.3
22/08/24;235;36.4;16:00;19.9;5:58;28.2;66.7;22.6;39.9;1.0;4.1;218.7;21.4;0.0;5.2
21/08/24;234;37.3;13:26;17.8;5:52;28.4;62.2;22.0;39.5;1.1;5.5;218.8;25.8;0.0;5.9
20/08/24;233;38.1;14:54;18.5;5:54;29.1;66.6;18.8;39.4;0.9;5.4;256.5;24.4;0.0;5.6
19/08/24;232;38.6;15:16;18.9;5:54;29.6;60.6;15.2;35.7;1.2;5.5;281.4;26.8;0.0;6.4
18/08/24;231;37.5;13:42;18.6;3:58;28.3;60.0;19.2;35.7;1.2;5.6;306.4;26.8;0.0;6.3
17/08/24;230;38.7;15:02;15.1;4:18;27.4;47.1;11.0;27.2;0.9;5.1;241.7;26.6;0.0;5.8
16/08/24;229;37.3;15:10;13.2;5:42;26.4;42.3;8.8;22.0;0.9;4.9;313.8;28.0;0.0;5.8
15/08/24;228;36.2;15:22;15.7;5:12;26.4;59.2;6.6;28.8;1.1;4.9;302.1;27.6;0.0;6.1
14/08/24;227;34.1;16:28;15.4;5:26;24.9;72.5;19.7;40.4;1.2;5.2;299.2;27.6;0.0;6.0
13/08/24;226;32.3;15:54;16.0;6:08;24.8;75.4;12.7;40.4;1.9;6.0;307.8;24.6;0.0;6.4
12/08/24;225;37.4;15:22;18.0;5:34;28.4;74.2;10.2;38.5;1.0;4.9;217.7;27.8;0.0;6.2
11/08/24;224;37.9;14:54;20.0;5:30;29.6;70.8;13.0;38.9;1.3;6.1;204.0;27.8;0.0;6.7
10/08/24;223;40.7;13:52;18.5;5:38;30.1;61.1;11.6;30.9;1.1;4.9;162.8;27.7;0.0;6.7
09/08/24;222;39.4;14:54;17.1;5:20;29.2;68.6;9.2;33.5;0.9;5.0;154.1;27.8;0.0;6.2
08/08/24;221;39.1;14:42;16.9;5:12;29.1;58.6;13.3;33.3;1.0;5.3;207.8;27.4;0.0;6.3
07/08/24;220;39.5;15:22;16.7;5:56;29.3;66.1;13.4;30.7;0.8;5.0;204.3;27.9;0.0;6.1
06/08/24;219;38.7;16:00;17.0;5:20;29.2;57.2;11.6;30.5;0.9;4.5;223.3;28.1;0.0;6.2
05/08/24;218;39.5;15:10;18.2;5:40;29.7;54.2;13.4;30.9;0.8;4.3;210.5;27.9;0.0;6.1
04/08/24;217;39.1;15:14;17.0;5:40;29.2;57.2;12.4;31.1;0.8;4.2;207.2;28.2;0.0;6.1
03/08/24;216;38.2;14:48;16.0;5:20;27.8;70.8;12.0;35.3;0.8;4.6;254.3;28.5;0.0;6.1
02/08/24;215;34.7;15:04;14.5;5:38;25.7;68.7;16.5;38.0;1.4;6.3;297.7;29.2;0.0;6.7
01/08/24;214;39.7;14:46;17.2;5:22;28.9;60.7;10.6;31.8;1.1;5.9;290.9;29.1;0.0;6.9
31/07/24;213;39.6;14:44;17.8;5:42;29.6;69.2;12.4;36.0;0.9;5.4;249.0;29.2;0.0;6.5
30/07/24;212;37.9;15:36;21.5;5:30;29.6;74.4;19.2;43.2;1.2;5.9;246.6;28.1;0.0;6.8
29/07/24;211;39.9;15:56;21.0;4:14;30.5;67.9;13.7;38.7;1.6;6.6;134.8;18.7;0.0;6.5
28/07/24;210;38.5;14:58;17.4;5:32;28.9;56.6;16.6;32.6;1.2;5.5;176.7;26.7;0.0;6.6
27/07/24;209;37.9;16:04;18.8;2:38;28.6;51.5;10.4;26.8;1.1;4.6;188.6;29.6;0.0;6.8
26/07/24;208;37.6;14:50;16.8;5:04;28.5;65.8;13.0;32.8;1.0;4.7;198.1;29.6;0.0;6.6
25/07/24;207;39.3;14:38;17.6;5:12;29.8;50.4;8.9;28.8;1.2;7.5;236.8;29.5;0.0;7.0
24/07/24;206;42.2;15:42;17.2;4:50;31.2;53.7;8.6;25.6;0.9;5.0;192.0;29.7;0.0;6.8
23/07/24;205;39.5;15:46;20.0;5:36;29.9;65.0;10.0;32.5;1.0;5.3;176.8;30.2;0.0;6.9
22/07/24;204;38.6;16:06;14.1;4:50;28.0;48.4;13.8;30.6;1.0;4.5;172.8;29.7;0.0;6.7
21/07/24;203;35.0;16:34;17.9;5:26;25.6;75.7;15.0;41.8;1.4;6.0;294.3;30.5;0.0;7.1
20/07/24;202;36.1;14:26;16.7;5:16;27.8;66.1;13.2;35.4;1.9;6.8;310.8;30.5;0.0;7.8
19/07/24;201;40.4;13:40;16.9;4:46;29.5;68.3;11.2;35.7;1.0;6.0;251.0;28.7;0.0;6.8
18/07/24;200;36.5;12:48;15.3;4:56;26.8;55.5;14.0;32.2;0.7;4.3;240.4;17.7;0.0;4.5
17/07/24;199;37.6;14:18;12.1;5:28;26.6;50.3;8.7;23.5;1.0;5.2;209.0;30.6;0.0;6.6
16/07/24;198;35.2;16:08;14.4;5:40;25.1;67.4;7.6;32.7;1.0;4.1;306.4;31.2;0.0;6.5
15/07/24;197;33.3;14:42;14.5;5:16;24.5;68.0;28.8;44.2;1.4;6.3;301.1;29.4;0.0;6.5
