ID,Presion,Caudal,Vibracion,Estado
4057,101.16,27.08,3.72,Precaución
4058,91.13,78.18,6.81,Normal
4059,106.12,46.73,3.95,Normal
4060,95.99,27.55,6.21,Crítico
4061,73.06,77.64,3.79,Crítico
4062,100.41,16.04,6.24,Normal
4063,90.47,15.02,5.7,Precaución
4064,104.64,25.82,4.61,Normal
4065,97.47,68.6,5.24,Normal
4066,96.91,20.84,5.57,Normal
4067,94.73,34.84,3.91,Normal
4068,99.38,55.73,4.95,Normal
4069,83.52,40.93,5.29,Precaución
4070,106.19,19.95,5.95,Normal
4071,99.95,60.31,5.96,Normal
4072,88.38,24.69,5.28,Crítico
4073,85.88,21.31,6.0,Normal
4074,106.03,36.36,8.68,Normal
4075,102.96,7.44,4.71,Normal
4076,84.0,10.65,5.25,Normal
4077,104.6,79.75,4.32,Normal
4078,101.85,70.93,4.7,Normal
4079,105.16,14.3,6.1,Normal
4080,79.12,14.89,5.69,Crítico
4081,111.51,35.5,5.01,Precaución
4082,77.28,44.48,4.76,Normal
4083,79.69,62.57,3.07,Normal
4084,105.28,40.35,6.27,Normal
4085,96.9,25.36,4.03,Precaución
4086,115.09,18.6,4.75,Normal
4087,96.04,31.14,5.81,Normal
4088,111.45,61.29,5.27,Normal
4089,96.79,49.2,3.97,Normal
4090,98.65,67.66,5.82,Precaución
4091,120.67,9.49,5.16,Precaución
4092,111.15,14.72,3.35,Crítico
4093,94.42,35.46,6.01,Normal
4094,108.88,23.99,5.83,Normal
4095,112.09,67.09,3.7,Normal
4096,105.88,53.01,5.52,Normal
4097,90.39,11.53,5.69,Normal
4098,82.63,10.84,4.44,Precaución
4099,85.87,73.7,2.18,Normal
4100,97.36,54.86,5.05,Normal
4101,107.05,50.4,3.51,Normal
4102,113.88,56.17,4.69,Precaución
4103,109.14,29.64,6.13,Normal
4104,99.45,75.23,3.33,Normal
4105,93.1,78.57,5.64,Normal
4106,113.51,32.25,5.17,Normal
4107,114.63,46.57,5.0,Crítico
4108,92.93,51.3,5.62,Normal
4109,101.04,67.1,4.71,Crítico
4110,104.56,32.16,6.22,Normal
4111,102.07,16.9,3.83,Normal
4112,86.84,59.13,4.56,Normal
4113,104.86,68.96,6.53,Normal
4114,101.09,57.08,6.15,Normal
4115,100.84,40.79,7.01,Normal
4116,104.73,46.68,3.51,Crítico
4117,114.79,55.39,3.67,Precaución
4118,99.54,32.77,4.53,Precaución
4119,99.67,30.49,3.14,Precaución
4120,93.4,36.31,4.54,Precaución
4121,110.72,25.48,4.53,Normal
4122,104.81,68.86,5.3,Normal
4123,94.93,11.06,3.14,Normal
4124,92.05,54.91,6.57,Crítico
4125,110.45,68.01,6.4,Normal
4126,93.72,79.02,3.77,Normal
4127,100.69,52.04,4.61,Normal
4128,116.38,24.34,4.3,Normal
4129,92.33,76.26,5.49,Precaución
4130,102.74,50.43,4.5,Normal
4131,111.96,64.16,4.47,Normal
4132,95.67,7.11,6.17,Normal
4133,90.78,38.4,5.78,Normal
4134,95.04,25.67,2.43,Precaución
4135,107.32,40.18,6.59,Normal
4136,116.05,47.05,5.05,Normal
4137,112.11,63.52,4.46,Normal
4138,93.14,60.78,5.41,Normal
4139,98.93,21.52,4.03,Crítico
4140,106.71,27.1,4.2,Normal
4141,89.77,22.88,5.11,Normal
4142,93.35,24.3,6.74,Precaución
4143,93.05,20.22,6.29,Normal
4144,94.09,67.28,6.16,Normal
4145,115.55,45.55,5.31,Normal
4146,86.29,30.6,4.02,Crítico
4147,84.03,47.33,5.32,Precaución
4148,103.73,52.65,3.44,Crítico
4149,115.2,22.7,7.22,Crítico
4150,88.03,41.66,6.78,Normal
4151,96.25,26.58,4.79,Normal
4152,95.73,55.24,5.33,Precaución
4153,96.41,60.71,5.25,Normal
4154,105.31,72.25,6.53,Normal
4155,91.81,6.71,6.33,Normal
4156,103.23,71.73,6.77,Normal
4157,108.71,40.82,4.22,Normal
4158,124.65,55.15,4.69,Normal
4159,116.76,71.34,4.98,Precaución
4160,109.27,71.18,6.17,Normal
4161,76.95,27.29,3.36,Normal
4162,110.67,21.47,5.21,Normal
4163,95.91,38.75,4.19,Normal
4164,89.53,71.75,5.06,Normal
4165,100.19,24.38,5.0,Precaución
4166,99.49,72.47,5.67,Precaución
4167,96.12,40.72,6.17,Crítico
4168,90.29,72.3,4.73,Normal
4169,102.09,16.53,6.53,Normal
4170,98.96,12.83,5.7,Crítico
4171,97.87,61.23,4.42,Normal
4172,115.11,19.95,5.2,Precaución
4173,98.77,13.32,6.91,Precaución
4174,103.48,13.73,4.27,Normal
4175,107.02,58.98,5.81,Normal
4176,91.67,42.67,6.54,Precaución
4177,105.06,20.72,6.44,Normal
4178,100.14,32.19,3.09,Precaución
4179,73.18,16.53,4.77,Normal
4180,100.24,16.32,6.14,Normal
4181,95.5,63.92,4.48,Normal
4182,111.08,75.62,4.19,Normal
4183,105.69,40.18,4.62,Crítico
4184,93.8,51.38,4.51,Normal
4185,101.33,11.42,5.05,Normal
4186,93.05,76.38,4.68,Precaución
4187,93.33,14.57,5.12,Crítico
4188,108.79,28.6,2.78,Precaución
4189,94.5,17.72,7.16,Normal
4190,97.81,47.29,3.48,Normal
4191,94.62,46.13,5.29,Normal
4192,90.46,58.26,5.58,Precaución
4193,100.65,42.25,2.48,Normal
4194,104.8,52.83,4.75,Normal
4195,109.16,63.11,5.97,Normal
4196,98.58,21.42,5.81,Normal
4197,102.01,35.12,5.3,Normal
4198,103.58,37.77,5.67,Normal
4199,97.72,16.38,4.83,Normal
4200,97.92,29.47,6.15,Precaución
4201,91.89,68.34,5.12,Precaución
4202,95.35,47.3,2.83,Normal
4203,101.2,25.29,5.8,Precaución
4204,103.67,71.44,1.8,Normal
4205,73.5,53.11,7.43,Normal
4206,89.48,8.73,6.85,Normal
4207,103.04,17.15,4.68,Normal
4208,111.84,13.24,4.46,Normal
4209,93.71,8.76,4.09,Crítico
4210,111.88,23.7,5.12,Normal
4211,106.67,54.36,3.12,Normal
4212,108.54,53.16,4.03,Crítico
4213,115.25,20.72,4.5,Normal
4214,96.97,24.43,4.5,Normal
4215,109.35,8.45,6.52,Crítico
4216,110.4,50.64,4.89,Normal
4217,112.68,52.29,4.83,Normal
4218,119.43,37.22,4.69,Normal
4219,90.16,79.24,3.58,Normal
4220,95.15,50.14,4.65,Normal
4221,99.31,20.02,4.46,Normal
4222,85.47,43.88,5.36,Normal
4223,97.67,79.38,4.77,Normal
4224,93.68,69.37,2.89,Normal
4225,100.56,9.6,5.27,Normal
4226,105.34,14.16,4.86,Normal
4227,101.08,27.91,5.64,Normal
4228,90.41,54.61,5.53,Normal
4229,111.64,44.38,7.74,Normal
4230,98.14,14.61,5.42,Normal
4231,74.97,29.84,5.98,Precaución
4232,94.06,29.98,4.38,Normal
4233,84.82,20.99,5.43,Normal
4234,112.87,33.68,6.11,Normal
4235,93.38,47.53,5.42,Normal
4236,81.27,16.58,3.17,Normal
4237,103.28,29.38,5.61,Crítico
4238,101.1,35.21,5.04,Normal
4239,100.77,10.07,6.78,Precaución
4240,94.32,61.38,5.9,Normal
4241,91.93,77.8,3.43,Normal
4242,91.91,65.27,4.6,Precaución
4243,108.2,45.58,4.23,Precaución
4244,109.99,35.08,6.06,Normal
4245,90.07,45.4,7.3,Normal
4246,104.64,70.38,6.15,Normal
4247,123.8,12.76,4.83,Precaución
4248,90.39,26.42,3.9,Precaución
4249,85.16,71.4,4.91,Normal
4250,88.55,13.22,4.76,Normal
4251,87.62,55.6,6.59,Normal
4252,92.71,18.5,4.04,Normal
4253,100.2,10.89,5.35,Normal
4254,85.15,33.63,4.29,Normal
4255,112.96,36.4,6.66,Normal
4256,112.35,65.15,3.55,Normal
4257,104.58,52.04,4.53,Normal
4258,97.62,32.57,4.96,Crítico
4259,100.41,11.61,6.36,Normal
4260,103.43,60.84,2.65,Crítico
4261,84.88,34.39,3.94,Normal
4262,111.54,37.93,5.61,Normal
4263,87.11,20.07,3.41,Normal
4264,102.59,51.59,3.4,Crítico
4265,97.35,50.9,5.14,Precaución
4266,95.58,45.51,6.65,Crítico
4267,116.84,63.04,5.27,Normal
4268,96.26,7.41,5.89,Normal
4269,80.71,13.74,5.29,Normal
4270,96.45,42.85,3.34,Normal
4271,80.29,69.83,4.72,Normal
4272,92.67,16.31,5.21,Normal
4273,90.98,59.65,3.21,Precaución
4274,92.37,22.5,4.58,Precaución
4275,109.09,40.08,4.04,Normal
4276,101.73,27.17,4.75,Precaución
4277,115.22,56.53,5.63,Normal
4278,95.58,62.95,4.05,Normal
4279,103.11,10.35,5.84,Normal
4280,97.64,50.92,1.98,Normal
4281,103.81,27.78,4.24,Normal
4282,111.94,32.83,5.34,Normal
4283,83.25,35.19,6.38,Normal
4284,103.14,39.74,5.36,Normal
4285,104.98,58.91,3.79,Precaución
4286,83.02,67.77,3.89,Precaución
4287,93.3,47.02,3.78,Normal
4288,96.97,61.4,6.2,Normal
4289,100.93,78.43,4.71,Normal
4290,97.45,30.85,4.08,Normal
4291,132.17,34.12,6.85,Crítico
4292,87.37,40.75,5.87,Precaución
4293,108.11,21.3,4.73,Precaución
4294,102.88,39.86,5.2,Normal
4295,112.29,26.13,6.24,Precaución
4296,82.41,54.7,6.83,Normal
4297,98.95,11.72,4.88,Normal
4298,108.17,39.62,6.37,Normal
4299,113.57,76.28,7.21,Normal
4300,105.0,36.58,3.44,Normal
4301,98.49,75.48,6.87,Precaución
4302,112.81,43.56,3.44,Normal
4303,92.41,61.63,5.38,Normal
4304,89.75,20.19,2.48,Precaución
4305,90.9,67.47,5.11,Normal
4306,91.1,17.6,5.01,Normal
4307,104.9,43.99,5.26,Normal
4308,108.47,6.9,4.92,Normal
4309,100.46,78.78,5.85,Crítico
4310,105.18,39.1,5.01,Normal
4311,122.64,33.35,6.01,Crítico
4312,111.38,30.33,4.99,Normal
4313,90.18,67.79,3.21,Normal
4314,119.83,12.14,5.02,Precaución
4315,106.01,75.74,4.67,Normal
4316,108.43,13.12,6.98,Crítico
4317,81.59,21.15,5.43,Precaución
4318,103.52,66.99,3.49,Normal
4319,89.66,58.51,4.75,Normal
4320,110.36,18.54,3.93,Normal
4321,107.19,47.69,4.08,Normal
4322,113.2,77.91,4.45,Normal
4323,111.33,77.77,4.22,Crítico
4324,90.44,20.91,4.9,Normal
4325,99.47,19.05,5.01,Normal
4326,123.43,68.64,4.84,Normal
4327,87.67,54.53,4.05,Precaución
4328,81.45,55.28,4.52,Normal
4329,106.2,14.9,4.62,Normal
4330,99.37,25.2,3.73,Normal
4331,96.7,30.84,4.97,Crítico
4332,96.7,19.45,3.35,Precaución
4333,112.06,11.09,5.26,Crítico
4334,86.99,18.08,5.73,Normal
4335,102.8,70.37,2.57,Normal
4336,116.54,23.01,6.58,Normal
4337,87.51,53.6,6.62,Normal
4338,96.36,14.48,4.97,Precaución
4339,106.17,26.11,7.66,Normal
4340,96.39,34.46,5.88,Normal
4341,100.82,47.72,5.11,Normal
4342,85.95,74.25,3.75,Normal
4343,109.23,25.91,5.4,Normal
4344,117.93,33.24,4.79,Crítico
4345,110.98,58.69,5.97,Crítico
4346,94.33,6.77,4.53,Normal
4347,119.58,11.35,4.81,Crítico
4348,84.37,51.52,4.7,Normal
4349,100.82,50.52,5.64,Normal
4350,92.18,23.62,5.5,Normal
4351,90.47,51.48,6.53,Normal
4352,109.03,22.91,3.72,Normal
4353,88.98,47.23,4.32,Precaución
4354,104.15,27.4,5.35,Normal
4355,99.77,29.99,3.49,Normal
4356,104.2,72.83,5.42,Normal
4357,99.76,37.7,6.17,Normal
4358,92.83,70.21,6.36,Normal
4359,90.7,34.39,3.43,Normal
4360,97.24,50.53,5.37,Normal
4361,110.2,35.94,3.53,Normal
4362,97.54,76.51,3.02,Normal
4363,116.06,56.64,2.46,Precaución
4364,97.62,59.61,4.34,Normal
4365,93.2,54.73,5.27,Normal
4366,94.62,79.78,5.04,Normal
4367,113.62,44.8,6.61,Crítico
4368,117.13,13.12,2.94,Normal
4369,72.58,67.65,6.17,Normal
4370,106.14,21.55,5.21,Normal
4371,89.1,58.89,3.95,Normal
4372,98.62,79.39,5.98,Normal
4373,111.01,32.49,5.57,Crítico
4374,90.34,18.48,3.83,Normal
4375,107.69,33.63,5.56,Normal
4376,99.6,37.72,5.36,Normal
4377,104.61,13.46,5.07,Normal
4378,103.57,9.88,6.71,Normal
4379,95.73,11.52,6.21,Precaución
4380,92.44,15.34,4.0,Normal
4381,115.77,13.54,5.98,Normal
4382,113.15,74.46,5.44,Normal
4383,100.22,42.74,4.24,Precaución
4384,89.86,8.97,4.01,Normal
4385,104.84,23.86,2.81,Normal
4386,111.2,68.1,4.86,Normal
4387,102.07,77.52,3.38,Crítico
4388,90.78,50.57,4.23,Normal
4389,100.21,5.2,5.33,Normal
4390,104.35,74.8,5.39,Normal
4391,101.51,38.6,5.05,Normal
4392,111.38,65.61,5.8,Crítico
4393,106.99,34.05,3.15,Crítico
4394,111.24,16.56,5.8,Normal
4395,97.46,74.7,5.23,Normal
4396,111.55,66.74,3.1,Crítico
4397,107.4,35.67,4.41,Normal
4398,112.33,37.37,5.28,Precaución
4399,105.87,20.49,4.82,Normal
4400,97.57,44.15,3.5,Normal
4401,106.38,17.39,6.44,Normal
4402,100.09,53.78,5.67,Normal
4403,114.4,64.43,4.95,Precaución
4404,117.91,73.45,6.85,Precaución
4405,86.68,77.4,4.36,Normal
4406,101.52,31.81,4.05,Normal
4407,100.96,44.52,4.46,Normal
4408,101.16,49.67,3.81,Normal
4409,92.08,74.49,3.83,Normal
4410,106.55,24.62,5.55,Crítico
4411,90.81,50.93,5.31,Normal
4412,97.85,10.79,4.53,Normal
4413,87.43,48.69,5.37,Normal
4414,106.72,52.48,6.11,Crítico
4415,92.25,76.28,5.38,Precaución
4416,84.89,26.12,4.98,Normal
4417,96.12,57.61,3.31,Normal
4418,84.52,54.71,5.62,Precaución
4419,87.1,9.21,4.92,Crítico
4420,95.7,58.1,5.89,Precaución
4421,101.03,43.77,5.45,Normal
4422,103.67,13.65,5.47,Normal
4423,93.19,14.72,5.5,Normal
4424,90.95,32.41,6.05,Normal
4425,91.33,41.78,5.37,Normal
4426,103.51,35.92,4.46,Crítico
4427,112.21,27.36,4.04,Normal
4428,84.87,60.56,5.0,Precaución
4429,111.24,45.04,3.92,Normal
4430,80.65,56.16,3.49,Crítico
4431,101.24,26.78,6.9,Normal
4432,99.37,17.17,4.39,Precaución
4433,95.86,53.76,3.77,Normal
4434,85.91,33.62,2.82,Normal
4435,107.52,12.24,5.55,Normal
4436,95.54,10.72,6.19,Normal
4437,101.12,68.97,4.7,Normal
4438,97.91,59.84,3.11,Normal
4439,86.11,64.95,3.87,Normal
4440,105.08,38.17,3.88,Normal
4441,91.61,41.3,5.96,Normal
4442,98.18,48.83,5.1,Precaución
4443,100.75,71.64,8.42,Precaución
4444,99.65,46.87,6.18,Normal
4445,83.89,77.3,7.61,Precaución
4446,105.09,58.21,4.56,Normal
4447,82.43,21.1,3.1,Normal
4448,117.92,40.03,5.95,Normal
4449,104.11,29.46,6.89,Normal
4450,103.16,6.24,3.58,Normal
4451,102.83,64.77,3.72,Precaución
4452,113.6,12.61,6.04,Precaución
4453,93.53,33.97,5.43,Normal
4454,106.55,61.0,8.58,Normal
4455,92.58,65.68,4.71,Normal
4456,101.41,29.26,6.33,Precaución
4457,100.71,42.33,6.98,Precaución
4458,100.22,75.63,5.41,Normal
4459,112.09,75.26,4.06,Precaución
4460,88.13,17.57,6.65,Crítico
4461,103.38,30.84,5.85,Normal
4462,95.7,13.59,5.56,Crítico
4463,108.35,58.36,5.6,Precaución
4464,102.75,44.79,4.72,Normal
4465,95.71,37.64,2.56,Precaución
4466,111.48,10.07,4.74,Precaución
4467,117.31,49.15,4.94,Normal
4468,100.08,25.6,4.48,Precaución
4469,100.51,51.29,6.61,Normal
4470,83.85,18.51,6.42,Normal
4471,90.43,34.34,5.43,Normal
4472,115.54,20.46,3.0,Precaución
4473,95.59,67.42,4.71,Normal
4474,92.1,20.59,4.77,Precaución
4475,101.63,65.46,5.56,Normal
4476,109.5,30.5,5.75,Crítico
4477,115.16,30.69,5.24,Normal
4478,100.45,28.28,5.64,Normal
4479,101.7,59.61,2.8,Normal
4480,106.9,11.31,5.39,Normal
4481,103.67,48.61,2.68,Normal
4482,106.44,58.08,5.7,Normal
4483,100.76,63.82,4.38,Normal
4484,97.46,46.23,5.72,Normal
4485,107.51,56.8,5.1,Normal
4486,95.94,16.6,5.37,Normal
4487,91.31,54.76,4.32,Normal
4488,88.17,27.47,4.51,Precaución
4489,92.79,6.41,6.61,Precaución
4490,112.07,24.49,4.98,Normal
4491,93.19,22.57,5.28,Normal
4492,91.03,59.45,3.26,Precaución
4493,95.42,76.1,6.73,Precaución
4494,110.34,24.36,6.97,Normal
4495,92.18,74.97,3.7,Normal
4496,91.26,19.86,4.93,Normal
4497,118.27,30.19,5.08,Crítico
4498,106.27,67.54,3.38,Normal
4499,115.09,41.3,3.18,Normal
4500,110.79,78.58,2.34,Normal
4501,86.48,35.33,2.34,Precaución
4502,101.59,30.47,4.28,Normal
4503,109.06,17.45,4.38,Normal
4504,93.32,16.3,4.13,Normal
4505,105.05,40.62,4.21,Normal
4506,107.61,31.39,4.28,Normal
4507,114.69,68.4,5.83,Normal
4508,114.65,52.3,4.86,Normal
4509,96.33,16.12,3.66,Normal
4510,113.68,49.4,3.5,Normal
4511,108.79,39.75,5.81,Normal
4512,84.86,62.44,5.33,Normal
4513,100.77,23.72,5.47,Normal
4514,100.46,50.2,4.6,Normal
4515,88.83,72.53,6.3,Normal
4516,99.48,72.8,3.13,Normal
4517,79.97,50.75,3.9,Crítico
4518,110.07,43.19,5.32,Normal
4519,104.9,7.13,5.28,Normal
4520,105.11,42.79,6.41,Normal
4521,110.89,59.0,6.12,Precaución
4522,99.22,5.01,5.74,Normal
4523,112.19,55.72,3.96,Normal
4524,97.95,76.85,4.49,Normal
4525,84.35,22.74,6.24,Normal
4526,104.75,27.09,3.02,Normal
4527,104.61,19.8,5.46,Normal
4528,97.0,13.6,3.46,Normal
4529,68.36,49.71,4.18,Normal
4530,98.1,30.06,4.43,Normal
4531,97.65,71.77,5.39,Crítico
4532,101.49,33.24,3.49,Normal
4533,102.91,14.43,4.37,Normal
4534,94.57,27.57,2.49,Precaución
4535,95.18,10.58,5.43,Normal
4536,112.07,67.35,3.99,Normal
4537,97.65,66.05,6.86,Normal
4538,108.75,8.66,2.91,Crítico
4539,109.98,73.6,4.58,Normal
4540,88.39,26.27,3.38,Normal
4541,97.73,8.0,4.6,Normal
4542,78.99,46.14,4.84,Normal
4543,91.23,36.66,7.43,Crítico
4544,93.09,16.71,4.36,Normal
4545,109.72,46.73,4.11,Normal
4546,101.56,74.91,1.43,Precaución
4547,93.34,76.1,4.98,Crítico
4548,102.88,73.8,4.49,Normal
4549,92.8,34.93,4.64,Precaución
4550,95.71,25.24,2.56,Normal
4551,106.63,53.54,3.63,Precaución
4552,108.94,39.14,5.6,Normal
4553,109.54,64.38,5.62,Precaución
4554,106.42,26.61,2.34,Normal
4555,101.97,9.25,4.91,Normal
4556,90.54,69.27,6.64,Normal
4557,125.49,46.95,5.83,Precaución
4558,103.86,53.45,5.29,Normal
4559,78.64,61.99,4.46,Normal
4560,99.41,23.42,5.69,Normal
4561,95.12,34.45,5.17,Precaución
4562,97.31,78.03,6.27,Precaución
4563,108.35,41.26,3.63,Precaución
4564,100.76,46.07,3.9,Precaución
4565,102.53,53.16,5.22,Normal
4566,112.36,21.26,4.62,Normal
4567,94.71,15.1,3.54,Crítico
4568,98.42,47.66,4.07,Precaución
4569,93.19,63.28,4.11,Precaución
4570,93.13,54.23,5.58,Normal
4571,91.57,6.93,5.3,Normal
4572,94.14,6.89,4.1,Precaución
4573,95.85,20.96,3.96,Crítico
4574,78.23,20.32,6.77,Crítico
4575,106.2,58.41,4.95,Precaución
4576,89.21,7.21,4.68,Normal
4577,83.45,50.59,4.37,Precaución
4578,98.93,54.34,3.71,Normal
4579,118.91,19.77,5.5,Precaución
4580,96.63,43.36,5.21,Normal
4581,95.41,14.26,6.2,Normal
4582,95.33,33.11,7.99,Crítico
4583,118.47,47.42,7.29,Normal
4584,107.05,50.4,6.11,Crítico
4585,78.86,32.93,3.16,Normal
4586,114.26,9.23,4.43,Normal
4587,97.01,39.7,4.67,Normal
4588,118.3,59.89,4.57,Precaución
4589,91.13,65.02,4.9,Normal
4590,92.02,61.37,6.99,Normal
4591,82.97,34.7,5.1,Precaución
4592,98.52,10.09,5.76,Precaución
4593,88.63,13.66,6.46,Crítico
4594,103.48,32.8,5.94,Crítico
4595,105.98,20.62,7.46,Normal
4596,89.84,49.49,4.7,Precaución
4597,90.88,48.0,5.01,Normal
4598,95.24,15.85,5.54,Normal
4599,83.59,36.58,3.89,Precaución
4600,104.93,61.4,4.15,Normal
4601,90.32,31.24,4.48,Normal
4602,97.93,60.79,5.56,Normal
4603,104.57,37.43,4.51,Precaución
4604,108.8,54.57,5.33,Normal
4605,78.27,21.51,5.23,Normal
4606,121.04,61.42,5.61,Normal
4607,102.64,63.99,6.03,Normal
4608,111.44,54.65,3.78,Normal
4609,94.75,48.0,6.84,Normal
4610,101.99,54.21,5.6,Crítico
4611,90.28,79.3,6.35,Normal
4612,94.64,64.57,3.78,Precaución
4613,108.05,33.12,4.78,Crítico
4614,104.33,72.58,5.74,Normal
4615,107.85,71.75,5.79,Precaución
4616,96.79,40.08,7.21,Precaución
4617,91.34,41.75,7.66,Normal
4618,99.66,79.89,5.63,Precaución
4619,90.6,50.21,5.25,Precaución
4620,101.23,55.52,5.76,Normal
4621,105.46,73.23,5.65,Normal
4622,93.37,36.48,4.72,Crítico
4623,119.03,39.07,5.49,Normal
4624,94.67,17.54,4.38,Precaución
4625,96.56,56.82,4.66,Normal
4626,98.87,60.28,5.99,Normal
4627,93.52,12.42,6.5,Normal
4628,105.14,35.25,4.82,Normal
4629,125.95,65.3,4.21,Precaución
4630,98.98,66.19,4.5,Normal
4631,98.98,11.29,3.09,Normal
4632,106.99,36.29,3.5,Normal
4633,98.1,8.15,5.46,Normal
4634,101.21,77.4,5.69,Precaución
4635,104.62,29.79,3.71,Precaución
4636,106.36,40.22,5.53,Normal
4637,100.31,58.98,4.8,Normal
4638,94.28,79.34,5.44,Normal
4639,100.19,24.85,4.91,Crítico
4640,80.31,17.75,4.04,Precaución
4641,92.38,8.5,2.63,Normal
4642,90.56,16.79,5.01,Normal
4643,114.55,35.84,4.45,Normal
4644,111.37,20.59,3.86,Normal
4645,94.88,15.19,3.7,Normal
4646,113.37,36.65,4.56,Normal
4647,101.03,54.9,5.64,Precaución
4648,118.92,43.47,6.19,Normal
4649,88.66,8.21,5.56,Normal
4650,107.96,29.58,2.93,Normal
4651,107.82,61.2,8.75,Normal
4652,95.41,9.4,4.68,Precaución
4653,113.01,12.18,6.55,Normal
4654,106.53,64.36,6.99,Precaución
4655,106.02,25.53,4.47,Normal
4656,112.93,24.63,5.41,Crítico
4657,90.33,36.16,7.71,Normal
4658,102.68,53.14,6.76,Normal
4659,91.88,64.83,7.7,Normal
4660,92.71,37.07,4.67,Precaución
4661,111.69,33.56,3.48,Normal
4662,110.11,11.84,5.32,Precaución
4663,106.71,60.02,3.28,Normal
4664,81.36,71.01,3.4,Normal
4665,101.91,73.18,7.79,Normal
4666,101.87,23.59,6.58,Normal
4667,93.79,44.73,7.16,Normal
4668,103.51,45.88,2.89,Normal
4669,112.02,72.22,4.97,Crítico
4670,94.22,16.85,4.15,Normal
4671,114.74,34.61,3.21,Normal
4672,104.42,41.52,3.42,Precaución
4673,84.39,33.32,3.83,Crítico
4674,114.51,75.74,6.5,Normal
4675,95.56,72.37,4.06,Precaución
4676,111.02,58.4,5.89,Normal
4677,100.6,20.93,3.78,Normal
4678,110.36,67.88,5.69,Precaución
4679,100.16,77.87,6.69,Normal
4680,123.4,48.29,4.55,Precaución
4681,116.22,62.62,5.36,Normal
4682,90.63,79.41,3.97,Normal
4683,99.52,34.34,5.75,Normal
4684,107.08,15.34,4.88,Precaución
4685,98.16,8.7,5.67,Normal
4686,95.84,34.55,5.04,Normal
4687,86.64,8.57,2.95,Normal
4688,100.12,57.97,4.93,Crítico
4689,97.29,12.36,5.24,Normal
4690,87.94,20.88,3.05,Normal
4691,93.18,41.1,4.31,Normal
4692,90.66,60.88,4.46,Normal
4693,86.64,7.17,4.82,Crítico
4694,95.43,47.88,6.12,Normal
4695,87.08,41.28,5.25,Normal
4696,88.18,14.55,5.65,Normal
4697,115.97,24.23,5.87,Crítico
4698,106.35,20.23,2.47,Normal
4699,100.31,53.53,2.64,Normal
4700,94.67,61.15,6.57,Normal
4701,112.35,61.37,4.11,Normal
4702,100.65,33.59,4.25,Normal
4703,88.45,73.19,5.41,Normal
4704,98.62,71.82,3.06,Normal
4705,116.46,74.39,6.21,Precaución
4706,94.81,75.73,3.43,Normal
4707,116.07,71.93,5.94,Precaución
4708,95.74,36.57,6.08,Crítico
4709,91.18,39.24,3.67,Normal
4710,102.18,29.23,2.97,Crítico
4711,113.23,33.21,6.2,Normal
4712,100.01,19.94,4.77,Normal
4713,102.34,72.98,6.06,Crítico
4714,107.47,9.17,2.99,Precaución
4715,81.24,40.87,4.69,Normal
4716,86.65,76.26,4.19,Normal
4717,98.68,64.64,3.15,Normal
4718,99.69,39.65,3.34,Normal
4719,95.59,5.36,4.71,Normal
4720,101.74,38.71,4.2,Normal
4721,109.45,18.78,4.96,Precaución
4722,109.65,5.8,6.02,Normal
4723,102.52,77.95,4.54,Normal
4724,81.26,78.25,7.69,Normal
4725,93.4,17.67,5.85,Precaución
4726,101.13,74.18,7.31,Normal
4727,94.16,68.86,6.43,Normal
4728,82.45,74.19,6.48,Normal
4729,88.61,15.46,6.07,Crítico
4730,116.5,57.63,4.92,Normal
4731,110.13,37.31,4.61,Normal
4732,89.33,16.78,4.66,Precaución
4733,92.34,68.7,3.56,Normal
4734,89.47,78.23,3.68,Normal
4735,96.46,72.21,6.18,Crítico
4736,101.96,41.84,4.83,Precaución
4737,102.6,70.09,5.54,Precaución
4738,121.6,8.87,4.88,Normal
4739,91.64,62.84,3.38,Precaución
4740,111.72,17.58,5.0,Normal
4741,96.8,49.02,3.7,Normal
4742,103.41,65.0,7.1,Normal
4743,111.69,62.49,5.63,Normal
4744,105.19,73.93,3.78,Precaución
4745,102.12,34.92,5.46,Normal
4746,86.88,47.03,3.11,Normal
4747,98.55,47.33,5.8,Crítico
4748,98.4,42.77,5.77,Normal
4749,92.89,54.34,5.81,Normal
4750,94.16,31.25,3.23,Crítico
4751,101.9,56.86,3.11,Precaución
4752,96.74,29.21,2.36,Normal
4753,101.34,69.1,5.64,Normal
4754,103.55,70.29,5.24,Normal
4755,97.33,67.53,6.96,Normal
4756,78.14,78.22,5.08,Normal
4757,105.48,12.46,4.75,Precaución
4758,111.24,62.08,5.68,Normal
4759,102.97,8.11,5.51,Normal
4760,99.1,62.86,5.78,Normal
4761,103.47,75.51,3.82,Normal
4762,96.98,15.9,4.91,Normal
4763,98.66,50.49,4.98,Normal
4764,89.14,29.68,3.56,Normal
4765,111.25,47.96,6.02,Precaución
4766,111.91,15.59,4.06,Precaución
4767,120.76,12.1,5.29,Normal
4768,131.78,67.99,2.77,Crítico
4769,102.98,43.7,6.11,Normal
4770,120.36,14.28,6.05,Precaución
4771,90.38,20.02,6.31,Normal
4772,104.25,29.37,4.01,Normal
4773,112.06,73.85,4.93,Normal
4774,83.52,43.82,4.4,Normal
4775,83.47,65.33,4.18,Normal
4776,104.03,79.64,3.83,Normal
4777,94.9,5.92,4.46,Normal
4778,108.74,62.79,4.76,Precaución
4779,89.08,66.29,5.99,Crítico
